date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:41:52	45/45	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2011%20May%202024%2007:11:52%20GMT	https://www.greenwellspringsfamilydentistry.com/about-us	C:/My%20Web%20Sites/Greenwells%20Family/www.greenwellspringsfamilydentistry.com/about-us.8.delayed	(from https://www.greenwellspringsfamilydentistry.com/)
12:41:53	50/50	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2011%20May%202024%2007:11:53%20GMT	https://www.greenwellspringsfamilydentistry.com/meet-our-team	C:/My%20Web%20Sites/Greenwells%20Family/www.greenwellspringsfamilydentistry.com/meet-our-team.9.delayed	(from https://www.greenwellspringsfamilydentistry.com/)
12:41:53	66577/66577	---M-Z	200	added ('OK')	text/html	date:Sat,%2011%20May%202024%2007:11:54%20GMT	https://www.greenwellspringsfamilydentistry.com/about-us/	C:/My%20Web%20Sites/Greenwells%20Family/www.greenwellspringsfamilydentistry.com/about-us/index.html	(from https://www.greenwellspringsfamilydentistry.com/)
12:41:54	47/47	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2011%20May%202024%2007:11:54%20GMT	https://www.greenwellspringsfamilydentistry.com/our-office	C:/My%20Web%20Sites/Greenwells%20Family/www.greenwellspringsfamilydentistry.com/our-office.a.delayed	(from https://www.greenwellspringsfamilydentistry.com/)
12:41:54	67330/67330	---M-Z	200	added ('OK')	text/html	date:Sat,%2011%20May%202024%2007:11:54%20GMT	https://www.greenwellspringsfamilydentistry.com/meet-our-team/	C:/My%20Web%20Sites/Greenwells%20Family/www.greenwellspringsfamilydentistry.com/meet-our-team/index.html	(from https://www.greenwellspringsfamilydentistry.com/)
12:41:54	50/50	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2011%20May%202024%2007:11:55%20GMT	https://www.greenwellspringsfamilydentistry.com/smile-gallery	C:/My%20Web%20Sites/Greenwells%20Family/www.greenwellspringsfamilydentistry.com/smile-gallery.b.delayed	(from https://www.greenwellspringsfamilydentistry.com/)
12:41:55	67859/67859	---M-Z	200	added ('OK')	text/html	date:Sat,%2011%20May%202024%2007:11:55%20GMT	https://www.greenwellspringsfamilydentistry.com/our-office/	C:/My%20Web%20Sites/Greenwells%20Family/www.greenwellspringsfamilydentistry.com/our-office/index.html	(from https://www.greenwellspringsfamilydentistry.com/)
12:41:55	65/65	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2011%20May%202024%2007:11:56%20GMT	https://www.greenwellspringsfamilydentistry.com/specialty/cosmetic-dentistry	C:/My%20Web%20Sites/Greenwells%20Family/www.greenwellspringsfamilydentistry.com/specialty/cosmetic-dentistry.c.delayed	(from https://www.greenwellspringsfamilydentistry.com/)
12:41:56	66048/66048	---M-Z	200	added ('OK')	text/html	date:Sat,%2011%20May%202024%2007:11:56%20GMT	https://www.greenwellspringsfamilydentistry.com/smile-gallery/	C:/My%20Web%20Sites/Greenwells%20Family/www.greenwellspringsfamilydentistry.com/smile-gallery/index.html	(from https://www.greenwellspringsfamilydentistry.com/)
12:41:56	54/54	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2011%20May%202024%2007:11:57%20GMT	https://www.greenwellspringsfamilydentistry.com/specialty/veneers	C:/My%20Web%20Sites/Greenwells%20Family/www.greenwellspringsfamilydentistry.com/specialty/veneers.d.delayed	(from https://www.greenwellspringsfamilydentistry.com/)
12:41:57	70515/70515	---M-Z	200	added ('OK')	text/html	date:Sat,%2011%20May%202024%2007:11:57%20GMT	https://www.greenwellspringsfamilydentistry.com/specialty/cosmetic-dentistry/	C:/My%20Web%20Sites/Greenwells%20Family/www.greenwellspringsfamilydentistry.com/specialty/cosmetic-dentistry/index.html	(from https://www.greenwellspringsfamilydentistry.com/)
12:41:57	65/65	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2011%20May%202024%2007:11:58%20GMT	https://www.greenwellspringsfamilydentistry.com/specialty/whitening-for-life	C:/My%20Web%20Sites/Greenwells%20Family/www.greenwellspringsfamilydentistry.com/specialty/whitening-for-life.e.delayed	(from https://www.greenwellspringsfamilydentistry.com/)
12:41:57	70368/70368	---M-Z	200	added ('OK')	text/html	date:Sat,%2011%20May%202024%2007:11:58%20GMT	https://www.greenwellspringsfamilydentistry.com/specialty/veneers/	C:/My%20Web%20Sites/Greenwells%20Family/www.greenwellspringsfamilydentistry.com/specialty/veneers/index.html	(from https://www.greenwellspringsfamilydentistry.com/)
12:41:58	66/66	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2011%20May%202024%2007:11:59%20GMT	https://www.greenwellspringsfamilydentistry.com/specialty/emergency-dentistry	C:/My%20Web%20Sites/Greenwells%20Family/www.greenwellspringsfamilydentistry.com/specialty/emergency-dentistry.f.delayed	(from https://www.greenwellspringsfamilydentistry.com/)
12:41:58	71279/71279	---M-Z	200	added ('OK')	text/html	date:Sat,%2011%20May%202024%2007:11:59%20GMT	https://www.greenwellspringsfamilydentistry.com/specialty/whitening-for-life/	C:/My%20Web%20Sites/Greenwells%20Family/www.greenwellspringsfamilydentistry.com/specialty/whitening-for-life/index.html	(from https://www.greenwellspringsfamilydentistry.com/)
12:41:59	67/67	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2011%20May%202024%2007:12:00%20GMT	https://www.greenwellspringsfamilydentistry.com/specialty/cracked-tooth-repair	C:/My%20Web%20Sites/Greenwells%20Family/www.greenwellspringsfamilydentistry.com/specialty/cracked-tooth-repair.10.delayed	(from https://www.greenwellspringsfamilydentistry.com/)
12:41:59	70740/70740	---M-Z	200	added ('OK')	text/html	date:Sat,%2011%20May%202024%2007:12:00%20GMT	https://www.greenwellspringsfamilydentistry.com/specialty/emergency-dentistry/	C:/My%20Web%20Sites/Greenwells%20Family/www.greenwellspringsfamilydentistry.com/specialty/emergency-dentistry/index.html	(from https://www.greenwellspringsfamilydentistry.com/)
12:42:00	75/75	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2011%20May%202024%2007:12:01%20GMT	https://www.greenwellspringsfamilydentistry.com/specialty/one-visit-root-canal-therapy	C:/My%20Web%20Sites/Greenwells%20Family/www.greenwellspringsfamilydentistry.com/specialty/one-visit-root-canal-therapy.11.delayed	(from https://www.greenwellspringsfamilydentistry.com/)
12:42:00	72445/72445	---M-Z	200	added ('OK')	text/html	date:Sat,%2011%20May%202024%2007:12:01%20GMT	https://www.greenwellspringsfamilydentistry.com/specialty/cracked-tooth-repair/	C:/My%20Web%20Sites/Greenwells%20Family/www.greenwellspringsfamilydentistry.com/specialty/cracked-tooth-repair/index.html	(from https://www.greenwellspringsfamilydentistry.com/)
12:42:01	58/58	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2011%20May%202024%2007:12:02%20GMT	https://www.greenwellspringsfamilydentistry.com/specialty/root-canals	C:/My%20Web%20Sites/Greenwells%20Family/www.greenwellspringsfamilydentistry.com/specialty/root-canals.12.delayed	(from https://www.greenwellspringsfamilydentistry.com/)
12:42:01	71744/71744	---M-Z	200	added ('OK')	text/html	date:Sat,%2011%20May%202024%2007:12:02%20GMT	https://www.greenwellspringsfamilydentistry.com/specialty/one-visit-root-canal-therapy/	C:/My%20Web%20Sites/Greenwells%20Family/www.greenwellspringsfamilydentistry.com/specialty/one-visit-root-canal-therapy/index.html	(from https://www.greenwellspringsfamilydentistry.com/)
12:42:02	65/65	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2011%20May%202024%2007:12:02%20GMT	https://www.greenwellspringsfamilydentistry.com/specialty/same-day-dentistry	C:/My%20Web%20Sites/Greenwells%20Family/www.greenwellspringsfamilydentistry.com/specialty/same-day-dentistry.13.delayed	(from https://www.greenwellspringsfamilydentistry.com/)
12:42:02	70557/70557	---M-Z	200	added ('OK')	text/html	date:Sat,%2011%20May%202024%2007:12:03%20GMT	https://www.greenwellspringsfamilydentistry.com/specialty/root-canals/	C:/My%20Web%20Sites/Greenwells%20Family/www.greenwellspringsfamilydentistry.com/specialty/root-canals/index.html	(from https://www.greenwellspringsfamilydentistry.com/)
12:42:03	64/64	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2011%20May%202024%2007:12:03%20GMT	https://www.greenwellspringsfamilydentistry.com/specialty/tooth-extractions	C:/My%20Web%20Sites/Greenwells%20Family/www.greenwellspringsfamilydentistry.com/specialty/tooth-extractions.14.delayed	(from https://www.greenwellspringsfamilydentistry.com/)
12:42:03	70916/70916	---M-Z	200	added ('OK')	text/html	date:Sat,%2011%20May%202024%2007:12:03%20GMT	https://www.greenwellspringsfamilydentistry.com/specialty/same-day-dentistry/	C:/My%20Web%20Sites/Greenwells%20Family/www.greenwellspringsfamilydentistry.com/specialty/same-day-dentistry/index.html	(from https://www.greenwellspringsfamilydentistry.com/)
12:42:04	67/67	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2011%20May%202024%2007:12:04%20GMT	https://www.greenwellspringsfamilydentistry.com/specialty/wisdom-teeth-removal	C:/My%20Web%20Sites/Greenwells%20Family/www.greenwellspringsfamilydentistry.com/specialty/wisdom-teeth-removal.15.delayed	(from https://www.greenwellspringsfamilydentistry.com/)
12:42:04	71170/71170	---M-Z	200	added ('OK')	text/html	date:Sat,%2011%20May%202024%2007:12:04%20GMT	https://www.greenwellspringsfamilydentistry.com/specialty/tooth-extractions/	C:/My%20Web%20Sites/Greenwells%20Family/www.greenwellspringsfamilydentistry.com/specialty/tooth-extractions/index.html	(from https://www.greenwellspringsfamilydentistry.com/)
12:42:04	63/63	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2011%20May%202024%2007:12:05%20GMT	https://www.greenwellspringsfamilydentistry.com/specialty/family-dentistry	C:/My%20Web%20Sites/Greenwells%20Family/www.greenwellspringsfamilydentistry.com/specialty/family-dentistry.16.delayed	(from https://www.greenwellspringsfamilydentistry.com/)
12:42:05	72677/72677	---M-Z	200	added ('OK')	text/html	date:Sat,%2011%20May%202024%2007:12:05%20GMT	https://www.greenwellspringsfamilydentistry.com/specialty/wisdom-teeth-removal/	C:/My%20Web%20Sites/Greenwells%20Family/www.greenwellspringsfamilydentistry.com/specialty/wisdom-teeth-removal/index.html	(from https://www.greenwellspringsfamilydentistry.com/)
12:42:05	69/69	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2011%20May%202024%2007:12:06%20GMT	https://www.greenwellspringsfamilydentistry.com/specialty/preventive-dental-care	C:/My%20Web%20Sites/Greenwells%20Family/www.greenwellspringsfamilydentistry.com/specialty/preventive-dental-care.17.delayed	(from https://www.greenwellspringsfamilydentistry.com/)
12:42:06	71810/71810	---M-Z	200	added ('OK')	text/html	date:Sat,%2011%20May%202024%2007:12:06%20GMT	https://www.greenwellspringsfamilydentistry.com/specialty/family-dentistry/	C:/My%20Web%20Sites/Greenwells%20Family/www.greenwellspringsfamilydentistry.com/specialty/family-dentistry/index.html	(from https://www.greenwellspringsfamilydentistry.com/)
12:42:06	69/69	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2011%20May%202024%2007:12:07%20GMT	https://www.greenwellspringsfamilydentistry.com/specialty/cleanings-and-checkups	C:/My%20Web%20Sites/Greenwells%20Family/www.greenwellspringsfamilydentistry.com/specialty/cleanings-and-checkups.18.delayed	(from https://www.greenwellspringsfamilydentistry.com/)
12:42:07	71122/71122	---M-Z	200	added ('OK')	text/html	date:Sat,%2011%20May%202024%2007:12:07%20GMT	https://www.greenwellspringsfamilydentistry.com/specialty/preventive-dental-care/	C:/My%20Web%20Sites/Greenwells%20Family/www.greenwellspringsfamilydentistry.com/specialty/preventive-dental-care/index.html	(from https://www.greenwellspringsfamilydentistry.com/)
12:42:07	60/60	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2011%20May%202024%2007:12:08%20GMT	https://www.greenwellspringsfamilydentistry.com/specialty/dental-crowns	C:/My%20Web%20Sites/Greenwells%20Family/www.greenwellspringsfamilydentistry.com/specialty/dental-crowns.19.delayed	(from https://www.greenwellspringsfamilydentistry.com/)
12:42:07	71218/71218	---M-Z	200	added ('OK')	text/html	date:Sat,%2011%20May%202024%2007:12:08%20GMT	https://www.greenwellspringsfamilydentistry.com/specialty/restorative-dentistry/	C:/My%20Web%20Sites/Greenwells%20Family/www.greenwellspringsfamilydentistry.com/specialty/restorative-dentistry/index.html	(from https://www.greenwellspringsfamilydentistry.com/)
12:42:07	70904/70904	---M-Z	200	added ('OK')	text/html	date:Sat,%2011%20May%202024%2007:12:08%20GMT	https://www.greenwellspringsfamilydentistry.com/specialty/cleanings-and-checkups/	C:/My%20Web%20Sites/Greenwells%20Family/www.greenwellspringsfamilydentistry.com/specialty/cleanings-and-checkups/index.html	(from https://www.greenwellspringsfamilydentistry.com/)
12:42:08	61/61	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2011%20May%202024%2007:12:09%20GMT	https://www.greenwellspringsfamilydentistry.com/specialty/dental-bridges	C:/My%20Web%20Sites/Greenwells%20Family/www.greenwellspringsfamilydentistry.com/specialty/dental-bridges.1a.delayed	(from https://www.greenwellspringsfamilydentistry.com/)
12:42:08	72163/72163	---M-Z	200	added ('OK')	text/html	date:Sat,%2011%20May%202024%2007:12:09%20GMT	https://www.greenwellspringsfamilydentistry.com/specialty/dental-crowns/	C:/My%20Web%20Sites/Greenwells%20Family/www.greenwellspringsfamilydentistry.com/specialty/dental-crowns/index.html	(from https://www.greenwellspringsfamilydentistry.com/)
12:42:09	69/69	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2011%20May%202024%2007:12:10%20GMT	https://www.greenwellspringsfamilydentistry.com/specialty/tooth-colored-fillings	C:/My%20Web%20Sites/Greenwells%20Family/www.greenwellspringsfamilydentistry.com/specialty/tooth-colored-fillings.1b.delayed	(from https://www.greenwellspringsfamilydentistry.com/)
12:42:09	71793/71793	---M-Z	200	added ('OK')	text/html	date:Sat,%2011%20May%202024%2007:12:10%20GMT	https://www.greenwellspringsfamilydentistry.com/specialty/dental-bridges/	C:/My%20Web%20Sites/Greenwells%20Family/www.greenwellspringsfamilydentistry.com/specialty/dental-bridges/index.html	(from https://www.greenwellspringsfamilydentistry.com/)
12:42:10	57/57	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2011%20May%202024%2007:12:11%20GMT	https://www.greenwellspringsfamilydentistry.com/discount-dental-plan	C:/My%20Web%20Sites/Greenwells%20Family/www.greenwellspringsfamilydentistry.com/discount-dental-plan.1c.delayed	(from https://www.greenwellspringsfamilydentistry.com/)
12:42:10	70491/70491	---M-Z	200	added ('OK')	text/html	date:Sat,%2011%20May%202024%2007:12:11%20GMT	https://www.greenwellspringsfamilydentistry.com/specialty/tooth-colored-fillings/	C:/My%20Web%20Sites/Greenwells%20Family/www.greenwellspringsfamilydentistry.com/specialty/tooth-colored-fillings/index.html	(from https://www.greenwellspringsfamilydentistry.com/)
12:42:11	48/48	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2011%20May%202024%2007:12:12%20GMT	https://www.greenwellspringsfamilydentistry.com/first-visit	C:/My%20Web%20Sites/Greenwells%20Family/www.greenwellspringsfamilydentistry.com/first-visit.1d.delayed	(from https://www.greenwellspringsfamilydentistry.com/)
12:42:11	71265/71265	---M-Z	200	added ('OK')	text/html	date:Sat,%2011%20May%202024%2007:12:12%20GMT	https://www.greenwellspringsfamilydentistry.com/discount-dental-plan/	C:/My%20Web%20Sites/Greenwells%20Family/www.greenwellspringsfamilydentistry.com/discount-dental-plan/index.html	(from https://www.greenwellspringsfamilydentistry.com/)
12:42:12	54/54	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2011%20May%202024%2007:12:12%20GMT	https://www.greenwellspringsfamilydentistry.com/new-patient-forms	C:/My%20Web%20Sites/Greenwells%20Family/www.greenwellspringsfamilydentistry.com/new-patient-forms.1e.delayed	(from https://www.greenwellspringsfamilydentistry.com/)
12:42:12	66226/66226	---M-Z	200	added ('OK')	text/html	date:Sat,%2011%20May%202024%2007:12:13%20GMT	https://www.greenwellspringsfamilydentistry.com/first-visit/	C:/My%20Web%20Sites/Greenwells%20Family/www.greenwellspringsfamilydentistry.com/first-visit/index.html	(from https://www.greenwellspringsfamilydentistry.com/)
12:42:13	42/42	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2011%20May%202024%2007:12:13%20GMT	https://www.greenwellspringsfamilydentistry.com/blogs	C:/My%20Web%20Sites/Greenwells%20Family/www.greenwellspringsfamilydentistry.com/blogs.1f.delayed	(from https://www.greenwellspringsfamilydentistry.com/)
12:42:13	64462/64462	---M-Z	200	added ('OK')	text/html	date:Sat,%2011%20May%202024%2007:12:13%20GMT	https://www.greenwellspringsfamilydentistry.com/new-patient-forms/	C:/My%20Web%20Sites/Greenwells%20Family/www.greenwellspringsfamilydentistry.com/new-patient-forms/index.html	(from https://www.greenwellspringsfamilydentistry.com/)
12:42:13	66341/66341	---M-Z	200	added ('OK')	text/html	date:Sat,%2011%20May%202024%2007:12:13%20GMT	https://www.greenwellspringsfamilydentistry.com/specials-offers/	C:/My%20Web%20Sites/Greenwells%20Family/www.greenwellspringsfamilydentistry.com/specials-offers/index.html	(from https://www.greenwellspringsfamilydentistry.com/)
12:42:14	44/44	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2011%20May%202024%2007:12:14%20GMT	https://www.greenwellspringsfamilydentistry.com/reviews	C:/My%20Web%20Sites/Greenwells%20Family/www.greenwellspringsfamilydentistry.com/reviews.20.delayed	(from https://www.greenwellspringsfamilydentistry.com/)
12:42:14	81618/81618	---M-Z	200	added ('OK')	text/html	date:Sat,%2011%20May%202024%2007:12:14%20GMT	https://www.greenwellspringsfamilydentistry.com/blogs/	C:/My%20Web%20Sites/Greenwells%20Family/www.greenwellspringsfamilydentistry.com/blogs/index.html	(from https://www.greenwellspringsfamilydentistry.com/)
12:42:15	44/44	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2011%20May%202024%2007:12:15%20GMT	https://www.greenwellspringsfamilydentistry.com/contact	C:/My%20Web%20Sites/Greenwells%20Family/www.greenwellspringsfamilydentistry.com/contact.21.delayed	(from https://www.greenwellspringsfamilydentistry.com/)
12:42:15	398350/398350	---M-Z	200	added ('OK')	text/html	date:Sat,%2011%20May%202024%2007:12:15%20GMT	https://www.greenwellspringsfamilydentistry.com/reviews/	C:/My%20Web%20Sites/Greenwells%20Family/www.greenwellspringsfamilydentistry.com/reviews/index.html	(from https://www.greenwellspringsfamilydentistry.com/)
12:42:16	10892/10892	---M--	200	added ('OK')	image/jpeg	etag:%2215078744a69aad6a2c7c4a84d37d7dd2%22	https://gp-assets-1.growthplug.com/cache/c2/40/c24034619fa191b746d490f0b981c321.jpg	C:/My%20Web%20Sites/Greenwells%20Family/gp-assets-1.growthplug.com/cache/c2/40/c24034619fa191b746d490f0b981c321.jpg	(from https://www.greenwellspringsfamilydentistry.com/)
12:42:16	66911/66911	---M-Z	200	added ('OK')	text/html	date:Sat,%2011%20May%202024%2007:12:16%20GMT	https://www.greenwellspringsfamilydentistry.com/contact/	C:/My%20Web%20Sites/Greenwells%20Family/www.greenwellspringsfamilydentistry.com/contact/index.html	(from https://www.greenwellspringsfamilydentistry.com/)
12:42:17	11382/11382	---M--	200	added ('OK')	image/jpeg	etag:%22f5514e5832f9e739db8f0ae5b8d14f13%22	https://gp-assets-1.growthplug.com/cache/98/28/98283d201d569c2aa00eb45475398ec7.jpg	C:/My%20Web%20Sites/Greenwells%20Family/gp-assets-1.growthplug.com/cache/98/28/98283d201d569c2aa00eb45475398ec7.jpg	(from https://www.greenwellspringsfamilydentistry.com/)
12:42:18	422076/422076	---M--	200	added ('OK')	image/jpeg	etag:%222b401999cd21bcfd6dc0d1f14bc524ef%22	https://gp-assets-1.growthplug.com/website_files/4327/69105678.jpg	C:/My%20Web%20Sites/Greenwells%20Family/gp-assets-1.growthplug.com/website_files/4327/69105678.jpg	(from https://www.greenwellspringsfamilydentistry.com/)
12:42:19	66093/66093	---M--	200	added ('OK')	image/png	etag:%2237f59d76fdb4cfdede09740142c1c912%22	https://gp-assets-1.growthplug.com/website_files/4327/gws_final.png	C:/My%20Web%20Sites/Greenwells%20Family/gp-assets-1.growthplug.com/website_files/4327/gws_final.png	(from https://www.greenwellspringsfamilydentistry.com/)
12:42:19	52/52	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2011%20May%202024%2007:12:20%20GMT	https://www.greenwellspringsfamilydentistry.com/[object%20Object]	C:/My%20Web%20Sites/Greenwells%20Family/www.greenwellspringsfamilydentistry.com/[object%20Object].26.delayed	(from https://www.greenwellspringsfamilydentistry.com/)
12:42:20	1038/1038	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2011%20May%202024%2007:12:21%20GMT	https://www.greenwellspringsfamilydentistry.com/[object%20Object]/	C:/My%20Web%20Sites/Greenwells%20Family/www.greenwellspringsfamilydentistry.com/[object%20Object]/index.html	(from https://www.greenwellspringsfamilydentistry.com/)
12:42:21	147436/147436	---M--	200	added ('OK')	image/jpeg	etag:%22a5c0c7a32695902d3d018ac774b43f7f%22	https://gp-assets-1.growthplug.com/website_files/4327/shutterstock_1562074480_1.jpg	C:/My%20Web%20Sites/Greenwells%20Family/gp-assets-1.growthplug.com/website_files/4327/shutterstock_1562074480_1.jpg	(from https://www.greenwellspringsfamilydentistry.com/)
12:42:22	189960/189960	---M--	200	added ('OK')	image/jpeg	etag:%22f077114fbce6d640d6f436bf5c322a48%22	https://gp-assets-1.growthplug.com/website_files/4327/bigstock-Dentist-Discussing-With-Laying-383947031-compressed.jpg	C:/My%20Web%20Sites/Greenwells%20Family/gp-assets-1.growthplug.com/website_files/4327/bigstock-Dentist-Discussing-With-Laying-383947031-compressed.jpg	(from https://www.greenwellspringsfamilydentistry.com/)
12:42:24	95174/95174	---M--	200	added ('OK')	image/jpeg	etag:%22e9edc1e3ed04e9d96516ee6f03766360%22	https://gp-assets-1.growthplug.com/cache/90/90/90900deabb28f4097e46d6e53faeeac8.jpg	C:/My%20Web%20Sites/Greenwells%20Family/gp-assets-1.growthplug.com/cache/90/90/90900deabb28f4097e46d6e53faeeac8.jpg	(from https://www.greenwellspringsfamilydentistry.com/)
12:42:24	7245504/7245504	---M--	200	added ('OK')	image/jpeg	etag:%22ea627eb9867692fddd5355ed9ec8273b%22	https://gp-assets-1.growthplug.com/website_files/4327/a2.jpg	C:/My%20Web%20Sites/Greenwells%20Family/gp-assets-1.growthplug.com/website_files/4327/a2.jpg	(from https://www.greenwellspringsfamilydentistry.com/)
12:42:25	31144/31144	---M--	200	added ('OK')	image/jpeg	etag:%22d247fd791d91f05ee3247bc79919d210%22	https://gp-assets-1.growthplug.com/cache/ba/cc/baccecd176a8f17505ceeaf1405e174c.jpg	C:/My%20Web%20Sites/Greenwells%20Family/gp-assets-1.growthplug.com/cache/ba/cc/baccecd176a8f17505ceeaf1405e174c.jpg	(from https://www.greenwellspringsfamilydentistry.com/)
12:42:26	35484/35484	---M--	200	added ('OK')	image/jpeg	etag:%2240b157ace36bb782f57afdf228704b68%22	https://gp-assets-1.growthplug.com/cache/7e/97/7e97c212db7a58fabc68c99afd13387e.jpg	C:/My%20Web%20Sites/Greenwells%20Family/gp-assets-1.growthplug.com/cache/7e/97/7e97c212db7a58fabc68c99afd13387e.jpg	(from https://www.greenwellspringsfamilydentistry.com/)
12:42:26	58/58	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2011%20May%202024%2007:12:27%20GMT	https://www.greenwellspringsfamilydentistry.com/financial-information	C:/My%20Web%20Sites/Greenwells%20Family/www.greenwellspringsfamilydentistry.com/financial-information.2d.delayed	(from https://www.greenwellspringsfamilydentistry.com/)
12:42:28	341081/341081	---M-Z	200	added ('OK')	text/html	date:Sat,%2011%20May%202024%2007:12:28%20GMT	https://www.greenwellspringsfamilydentistry.com/financial-information/	C:/My%20Web%20Sites/Greenwells%20Family/www.greenwellspringsfamilydentistry.com/financial-information/index.html	(from https://www.greenwellspringsfamilydentistry.com/)
